Reference,DOI,species_name,species_name2,species,sample_label,sample_id,max_diam_mu,total_ind_measured_in_the_sample,lat,long,sample_type,vessel,sampling_date,water_depth,trap_depth
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,426.41,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,371.6,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,249.12,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,430.14,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,424.37,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,375.82,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,251.76,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,586.26,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,467.58,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,367.93,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,411.05,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,259.95,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,499.12,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,215.13,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,409.76,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,259.92,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,448.29,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,495.84,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,339.33,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,243.84,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,632.01,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,466.76,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,346.79,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,417.92,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,559.25,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,384.44,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,314.91,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,569.34,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,319.9,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,476.21,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,299.23,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,324.46,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,346.07,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,226.2,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,366.94,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,814.29,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,288.58,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,759.74,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,303.5,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,677.94,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,516.18,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,267.03,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,259.22,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,274.15,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,307.37,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,343.71,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,343.71,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,354.89,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,400.78,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,348.42,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,340.56,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,372.29,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,382.8,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,447.75,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,475.82,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,336.89,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,433.93,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,504.46,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,364.75,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,442.19,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,349.71,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,404.73,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,464.42,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,338.35,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,586.29,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,563.08,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,511.69,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,639.54,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,454.72,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,387.36,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,543.8,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,575.56,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.4080,resamples_29,461.26,32,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,477.04,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,727.05,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,318.99,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,386.83,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,305.15,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,212.91,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,612.93,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,573.53,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,362.08,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,366.99,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,410.5,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,217.5,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.7487,resamples_42,564.28,13,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,313.72,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,365.66,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,344.98,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,374.24,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,369.23,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,365.52,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,486.7,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,642.03,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,709.29,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,271.08,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,352.17,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,405.13,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,647.66,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,506.65,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,346.94,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,557.79,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,348.38,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,484.81,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,317.2,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,736.31,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,526.69,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,488.12,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,768.5,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,546.44,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,786.82,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,455.87,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.284,resamples_44,528.66,27,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Baranowski 2013 ,,Turborotalita clarkei,Turborotalita_clarkei,clarkei,EAST-10 deep Arabian Sea,91,129.889,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Turborotalita clarkei,Turborotalita_clarkei,clarkei,EAST-10 deep Arabian Sea,93,128.218,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Turborotalita clarkei,Turborotalita_clarkei,clarkei,EAST-10 deep Arabian Sea,159,155.722,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Turborotalita clarkei,Turborotalita_clarkei,clarkei,EAST-10 deep Arabian Sea,160,122.449,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Turborotalita clarkei,Turborotalita_clarkei,clarkei,EAST-10 deep Arabian Sea,092 A,110.663,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
